code,label,count_for,count_against,count_abstentions,count_did_not_vote,group_voted,division,vote_id
SD,Progressive Alliance of Socialists and Democrats,103,0,0,38,1,0.0,160141
RENEW,Renew Europe,82,4,0,15,1,0.046511627906976716,160141
GREEN_EFA,Greens/European Free Alliance,57,0,0,14,1,0.0,160141
ECR,European Conservatives and Reformists,0,14,46,6,0,0.7666666666666666,160141
ID,Identity and Democracy,0,10,38,12,0,0.7916666666666666,160141
NI,Non-attached Members,28,5,4,12,1,0.2432432432432432,160141
GUE_NGL,The Left in the European Parliament,28,0,2,6,1,0.06666666666666665,160141
EPP,European Peopleâs Party,122,0,16,40,1,0.1159420289855072,160262
SD,Progressive Alliance of Socialists and Democrats,96,3,0,42,1,0.030303030303030276,160262
RENEW,Renew Europe,66,3,15,17,1,0.2142857142857143,160262
GREEN_EFA,Greens/European Free Alliance,56,0,0,15,1,0.0,160262
ECR,European Conservatives and Reformists,10,11,37,8,0,0.8103448275862069,160262
ID,Identity and Democracy,5,15,28,12,0,0.6875,160262
NI,Non-attached Members,21,6,10,12,1,0.43243243243243246,160262
GUE_NGL,The Left in the European Parliament,25,1,3,7,1,0.13793103448275867,160262
EPP,European Peopleâs Party,127,0,2,49,1,0.015503875968992276,161201
SD,Progressive Alliance of Socialists and Democrats,98,0,0,43,1,0.0,161201
RENEW,Renew Europe,78,0,0,23,1,0.0,161201
GREEN_EFA,Greens/European Free Alliance,51,0,0,20,1,0.0,161201
ECR,European Conservatives and Reformists,0,48,9,9,0,0.1578947368421053,161201
ID,Identity and Democracy,1,45,0,14,0,0.021739130434782594,161201
NI,Non-attached Members,14,11,4,20,1,0.5172413793103448,161201
GUE_NGL,The Left in the European Parliament,3,3,18,12,0,0.875,161201
EPP,European Peopleâs Party,139,0,0,39,1,0.0,161863
SD,Progressive Alliance of Socialists and Democrats,103,0,0,38,1,0.0,161863
RENEW,Renew Europe,85,1,0,15,1,0.011627906976744207,161863
GREEN_EFA,Greens/European Free Alliance,57,0,0,14,1,0.0,161863
ECR,European Conservatives and Reformists,57,1,2,6,1,0.050000000000000044,161863
ID,Identity and Democracy,32,1,10,17,1,0.2558139534883721,161863
NI,Non-attached Members,19,1,10,19,1,0.3666666666666667,161863
GUE_NGL,The Left in the European Parliament,24,0,5,7,1,0.1724137931034483,161863
EPP,European Peopleâs Party,141,0,0,37,1,0.0,161866
SD,Progressive Alliance of Socialists and Democrats,102,0,1,38,1,0.009708737864077666,161866
RENEW,Renew Europe,86,0,0,15,1,0.0,161866
GREEN_EFA,Greens/European Free Alliance,56,0,0,15,1,0.0,161866
ECR,European Conservatives and Reformists,57,0,3,6,1,0.050000000000000044,161866
ID,Identity and Democracy,21,0,26,13,1,0.5531914893617021,161866
NI,Non-attached Members,16,3,9,21,1,0.4285714285714286,161866
GUE_NGL,The Left in the European Parliament,16,4,11,5,1,0.4838709677419355,161866
EPP,European Peopleâs Party,137,0,3,38,1,0.021428571428571463,161873
SD,Progressive Alliance of Socialists and Democrats,101,0,0,40,1,0.0,161873
RENEW,Renew Europe,82,0,3,16,1,0.03529411764705881,161873
GREEN_EFA,Greens/European Free Alliance,57,0,0,14,1,0.0,161873
ECR,European Conservatives and Reformists,1,50,8,7,0,0.15254237288135597,161873
ID,Identity and Democracy,1,42,5,12,0,0.125,161873
NI,Non-attached Members,20,16,1,12,1,0.45945945945945943,161873
GUE_NGL,The Left in the European Parliament,26,0,3,7,1,0.10344827586206895,161873
EPP,European Peopleâs Party,161,0,0,17,1,0.0,160061
SD,Progressive Alliance of Socialists and Democrats,125,0,1,15,1,0.007936507936507908,160061
RENEW,Renew Europe,93,0,0,8,1,0.0,160061
GREEN_EFA,Greens/European Free Alliance,64,0,0,7,1,0.0,160061
ECR,European Conservatives and Reformists,56,7,2,1,1,0.1384615384615384,160061
ID,Identity and Democracy,42,11,1,6,1,0.2222222222222222,160061
NI,Non-attached Members,36,3,3,7,1,0.1428571428571429,160061
GUE_NGL,The Left in the European Parliament,26,2,3,5,1,0.16129032258064513,160061
EPP,European Peopleâs Party,140,0,0,38,1,0.0,160109
SD,Progressive Alliance of Socialists and Democrats,104,0,0,37,1,0.0,160109
RENEW,Renew Europe,86,0,0,15,1,0.0,160109
GREEN_EFA,Greens/European Free Alliance,57,0,0,14,1,0.0,160109
ECR,European Conservatives and Reformists,58,0,2,6,1,0.033333333333333326,160109
ID,Identity and Democracy,48,0,0,12,1,0.0,160109
NI,Non-attached Members,32,3,1,13,1,0.11111111111111116,160109
GUE_NGL,The Left in the European Parliament,26,2,3,5,1,0.16129032258064513,160109
EPP,European Peopleâs Party,164,0,0,14,1,0.0,160067
SD,Progressive Alliance of Socialists and Democrats,126,0,0,15,1,0.0,160067
RENEW,Renew Europe,93,0,0,8,1,0.0,160067
GREEN_EFA,Greens/European Free Alliance,66,0,0,5,1,0.0,160067
ECR,European Conservatives and Reformists,60,3,2,1,1,0.07692307692307687,160067
ID,Identity and Democracy,53,0,0,7,1,0.0,160067
NI,Non-attached Members,28,4,10,7,1,0.33333333333333337,160067
GUE_NGL,The Left in the European Parliament,25,3,3,5,1,0.19354838709677424,160067
EPP,European Peopleâs Party,149,3,7,19,1,0.06289308176100628,160064
SD,Progressive Alliance of Socialists and Democrats,121,1,5,14,1,0.047244094488189003,160064
RENEW,Renew Europe,92,0,1,8,1,0.010752688172043001,160064
GREEN_EFA,Greens/European Free Alliance,50,14,1,6,1,0.23076923076923073,160064
ECR,European Conservatives and Reformists,6,12,47,1,0,0.8153846153846154,160064
ID,Identity and Democracy,10,40,3,7,0,0.24528301886792447,160064
NI,Non-attached Members,28,9,5,7,1,0.33333333333333337,160064
GUE_NGL,The Left in the European Parliament,1,25,5,5,0,0.19354838709677424,160064
EPP,European Peopleâs Party,163,0,0,15,1,0.0,160068
SD,Progressive Alliance of Socialists and Democrats,125,1,1,14,1,0.015748031496062964,160068
RENEW,Renew Europe,91,3,0,7,1,0.03191489361702127,160068
GREEN_EFA,Greens/European Free Alliance,65,0,0,6,1,0.0,160068
ECR,European Conservatives and Reformists,57,3,5,1,1,0.12307692307692308,160068
ID,Identity and Democracy,38,0,15,7,1,0.28301886792452835,160068
NI,Non-attached Members,24,4,13,8,1,0.41463414634146345,160068
GUE_NGL,The Left in the European Parliament,7,6,18,5,1,0.7741935483870968,160068
EPP,European Peopleâs Party,159,0,0,19,1,0.0,160143
SD,Progressive Alliance of Socialists and Democrats,126,0,0,15,1,0.0,160143
RENEW,Renew Europe,87,5,0,9,1,0.05434782608695654,160143
GREEN_EFA,Greens/European Free Alliance,64,0,0,7,1,0.0,160143
ECR,European Conservatives and Reformists,52,13,0,1,1,0.19999999999999996,160143
ID,Identity and Democracy,42,9,2,7,1,0.2075471698113207,160143
NI,Non-attached Members,39,1,1,8,1,0.04878048780487809,160143
GUE_NGL,The Left in the European Parliament,29,0,1,6,1,0.033333333333333326,160143
EPP,European Peopleâs Party,107,14,10,47,1,0.18320610687022898,160265
SD,Progressive Alliance of Socialists and Democrats,100,0,1,40,1,0.00990099009900991,160265
RENEW,Renew Europe,86,0,0,15,1,0.0,160265
GREEN_EFA,Greens/European Free Alliance,55,0,0,16,1,0.0,160265
ECR,European Conservatives and Reformists,0,58,1,7,0,0.016949152542372836,160265
ID,Identity and Democracy,0,45,0,15,0,0.0,160265
NI,Non-attached Members,18,14,0,17,1,0.4375,160265
GUE_NGL,The Left in the European Parliament,24,4,3,5,1,0.22580645161290325,160265
EPP,European Peopleâs Party,46,79,27,26,0,0.48026315789473684,160487
SD,Progressive Alliance of Socialists and Democrats,97,20,2,22,1,0.18487394957983194,160487
RENEW,Renew Europe,72,17,2,10,1,0.20879120879120883,160487
GREEN_EFA,Greens/European Free Alliance,55,0,9,7,1,0.140625,160487
ECR,European Conservatives and Reformists,0,62,0,4,0,0.0,160487
ID,Identity and Democracy,0,52,0,8,0,0.0,160487
NI,Non-attached Members,15,21,2,11,0,0.4473684210526315,160487
GUE_NGL,The Left in the European Parliament,6,23,2,5,0,0.25806451612903225,160487
EPP,European Peopleâs Party,114,10,33,21,1,0.2738853503184714,160802
SD,Progressive Alliance of Socialists and Democrats,124,0,1,16,1,0.008000000000000007,160802
RENEW,Renew Europe,75,8,11,7,1,0.2021276595744681,160802
GREEN_EFA,Greens/European Free Alliance,64,0,0,7,1,0.0,160802
ECR,European Conservatives and Reformists,2,46,14,4,0,0.25806451612903225,160802
ID,Identity and Democracy,1,53,0,6,0,0.01851851851851849,160802
NI,Non-attached Members,18,8,12,11,1,0.5263157894736843,160802
GUE_NGL,The Left in the European Parliament,28,0,3,5,1,0.09677419354838712,160802
EPP,European Peopleâs Party,149,4,6,19,1,0.06289308176100628,161196
SD,Progressive Alliance of Socialists and Democrats,118,7,0,16,1,0.05600000000000005,161196
RENEW,Renew Europe,91,1,1,8,1,0.021505376344086002,161196
GREEN_EFA,Greens/European Free Alliance,50,14,1,6,1,0.23076923076923073,161196
ECR,European Conservatives and Reformists,57,7,0,2,1,0.109375,161196
ID,Identity and Democracy,31,16,5,8,1,0.40384615384615385,161196
NI,Non-attached Members,28,11,2,8,1,0.31707317073170727,161196
GUE_NGL,The Left in the European Parliament,0,25,6,5,0,0.19354838709677424,161196
EPP,European Peopleâs Party,152,2,1,23,1,0.01935483870967747,160132
SD,Progressive Alliance of Socialists and Democrats,122,0,1,18,1,0.008130081300813052,160132
RENEW,Renew Europe,91,0,0,10,1,0.0,160132
GREEN_EFA,Greens/European Free Alliance,62,0,0,9,1,0.0,160132
ECR,European Conservatives and Reformists,8,5,50,3,1,0.873015873015873,160132
ID,Identity and Democracy,35,6,10,9,1,0.3137254901960784,160132
NI,Non-attached Members,32,4,2,11,1,0.1578947368421053,160132
GUE_NGL,The Left in the European Parliament,29,0,2,5,1,0.06451612903225812,160132
EPP,European Peopleâs Party,153,0,0,25,1,0.0,161198
SD,Progressive Alliance of Socialists and Democrats,122,0,0,19,1,0.0,161198
RENEW,Renew Europe,91,0,0,10,1,0.0,161198
GREEN_EFA,Greens/European Free Alliance,63,0,0,8,1,0.0,161198
ECR,European Conservatives and Reformists,61,0,3,2,1,0.046875,161198
ID,Identity and Democracy,36,5,10,9,1,0.2941176470588235,161198
NI,Non-attached Members,36,4,1,8,1,0.12195121951219512,161198
GUE_NGL,The Left in the European Parliament,22,2,6,6,1,0.2666666666666667,161198
EPP,European Peopleâs Party,159,0,0,19,1,0.0,161384
SD,Progressive Alliance of Socialists and Democrats,126,0,0,15,1,0.0,161384
RENEW,Renew Europe,94,0,0,7,1,0.0,161384
GREEN_EFA,Greens/European Free Alliance,65,0,0,6,1,0.0,161384
ECR,European Conservatives and Reformists,65,0,0,1,1,0.0,161384
ID,Identity and Democracy,52,0,0,8,1,0.0,161384
NI,Non-attached Members,35,0,3,11,1,0.07894736842105265,161384
GUE_NGL,The Left in the European Parliament,30,0,0,6,1,0.0,161384
EPP,European Peopleâs Party,134,7,16,21,1,0.14649681528662417,161821
SD,Progressive Alliance of Socialists and Democrats,11,75,39,16,0,0.4,161821
RENEW,Renew Europe,51,27,16,7,1,0.45744680851063835,161821
GREEN_EFA,Greens/European Free Alliance,0,64,1,6,0,0.01538461538461533,161821
ECR,European Conservatives and Reformists,9,25,30,2,0,0.609375,161821
ID,Identity and Democracy,0,51,3,6,0,0.05555555555555558,161821
NI,Non-attached Members,1,23,13,12,0,0.3783783783783784,161821
GUE_NGL,The Left in the European Parliament,1,27,3,5,0,0.12903225806451613,161821
EPP,European Peopleâs Party,147,2,6,23,1,0.05161290322580647,160063
SD,Progressive Alliance of Socialists and Democrats,111,3,2,25,1,0.0431034482758621,160063
RENEW,Renew Europe,86,2,3,10,1,0.05494505494505497,160063
GREEN_EFA,Greens/European Free Alliance,67,0,0,4,1,0.0,160063
ECR,European Conservatives and Reformists,42,12,3,9,1,0.26315789473684215,160063
ID,Identity and Democracy,0,30,20,10,0,0.4,160063
NI,Non-attached Members,21,6,13,9,1,0.475,160063
GUE_NGL,The Left in the European Parliament,25,1,5,5,1,0.19354838709677424,160063
EPP,European Peopleâs Party,147,6,6,19,1,0.07547169811320753,161197
SD,Progressive Alliance of Socialists and Democrats,122,2,1,16,1,0.02400000000000002,161197
RENEW,Renew Europe,90,0,3,8,1,0.032258064516129004,161197
GREEN_EFA,Greens/European Free Alliance,64,0,0,7,1,0.0,161197
ECR,European Conservatives and Reformists,47,15,2,2,1,0.265625,161197
ID,Identity and Democracy,21,30,0,9,0,0.4117647058823529,161197
NI,Non-attached Members,28,10,4,7,1,0.33333333333333337,161197
GUE_NGL,The Left in the European Parliament,0,16,14,6,0,0.4666666666666667,161197
EPP,European Peopleâs Party,159,1,0,18,1,0.006249999999999978,160069
SD,Progressive Alliance of Socialists and Democrats,122,0,0,19,1,0.0,160069
RENEW,Renew Europe,91,0,0,10,1,0.0,160069
GREEN_EFA,Greens/European Free Alliance,68,0,0,3,1,0.0,160069
ECR,European Conservatives and Reformists,58,2,2,4,1,0.06451612903225812,160069
ID,Identity and Democracy,51,0,1,8,1,0.019230769230769273,160069
NI,Non-attached Members,36,2,3,8,1,0.12195121951219512,160069
GUE_NGL,The Left in the European Parliament,31,0,0,5,1,0.0,160069
EPP,European Peopleâs Party,155,0,0,23,1,0.0,160078
SD,Progressive Alliance of Socialists and Democrats,119,0,0,22,1,0.0,160078
RENEW,Renew Europe,90,0,0,11,1,0.0,160078
GREEN_EFA,Greens/European Free Alliance,66,0,0,5,1,0.0,160078
ECR,European Conservatives and Reformists,58,1,2,5,1,0.049180327868852514,160078
ID,Identity and Democracy,51,0,0,9,1,0.0,160078
NI,Non-attached Members,33,0,3,13,1,0.08333333333333337,160078
GUE_NGL,The Left in the European Parliament,28,0,0,8,1,0.0,160078
EPP,European Peopleâs Party,152,0,0,26,1,0.0,160083
SD,Progressive Alliance of Socialists and Democrats,111,0,1,29,1,0.008928571428571397,160083
RENEW,Renew Europe,84,2,2,13,1,0.045454545454545414,160083
GREEN_EFA,Greens/European Free Alliance,5,2,59,5,1,0.9242424242424242,160083
ECR,European Conservatives and Reformists,56,4,1,5,1,0.08196721311475408,160083
ID,Identity and Democracy,29,1,20,10,1,0.42000000000000004,160083
NI,Non-attached Members,30,4,5,10,1,0.23076923076923073,160083
GUE_NGL,The Left in the European Parliament,20,6,1,9,1,0.2592592592592593,160083
EPP,European Peopleâs Party,141,9,9,19,1,0.1132075471698113,160105
SD,Progressive Alliance of Socialists and Democrats,113,7,3,18,1,0.08130081300813008,160105
RENEW,Renew Europe,83,3,5,10,1,0.08791208791208793,160105
GREEN_EFA,Greens/European Free Alliance,67,0,1,3,1,0.014705882352941124,160105
ECR,European Conservatives and Reformists,2,58,3,3,0,0.07936507936507942,160105
ID,Identity and Democracy,0,55,0,5,0,0.0,160105
NI,Non-attached Members,15,23,4,7,0,0.45238095238095233,160105
GUE_NGL,The Left in the European Parliament,9,17,4,6,0,0.43333333333333335,160105
EPP,European Peopleâs Party,159,0,0,19,1,0.0,161383
SD,Progressive Alliance of Socialists and Democrats,122,5,0,14,1,0.03937007874015752,161383
RENEW,Renew Europe,93,0,0,8,1,0.0,161383
GREEN_EFA,Greens/European Free Alliance,0,65,0,6,0,0.0,161383
ECR,European Conservatives and Reformists,63,0,1,2,1,0.015625,161383
ID,Identity and Democracy,52,0,0,8,1,0.0,161383
NI,Non-attached Members,31,9,2,7,1,0.26190476190476186,161383
GUE_NGL,The Left in the European Parliament,3,25,3,5,0,0.19354838709677424,161383
EPP,European Peopleâs Party,151,0,0,27,1,0.0,160111
SD,Progressive Alliance of Socialists and Democrats,117,0,0,24,1,0.0,160111
RENEW,Renew Europe,87,0,0,14,1,0.0,160111
GREEN_EFA,Greens/European Free Alliance,66,0,0,5,1,0.0,160111
ECR,European Conservatives and Reformists,50,0,7,9,1,0.1228070175438597,160111
ID,Identity and Democracy,32,0,14,14,1,0.30434782608695654,160111
NI,Non-attached Members,29,0,5,15,1,0.1470588235294118,160111
GUE_NGL,The Left in the European Parliament,25,0,1,10,1,0.038461538461538436,160111
EPP,European Peopleâs Party,128,7,25,18,1,0.19999999999999996,160117
SD,Progressive Alliance of Socialists and Democrats,120,0,2,19,1,0.016393442622950838,160117
RENEW,Renew Europe,71,20,1,9,1,0.2282608695652174,160117
GREEN_EFA,Greens/European Free Alliance,64,0,4,3,1,0.05882352941176472,160117
ECR,European Conservatives and Reformists,1,48,14,3,0,0.23809523809523814,160117
ID,Identity and Democracy,0,19,36,5,0,0.6545454545454545,160117
NI,Non-attached Members,21,6,14,8,1,0.4878048780487805,160117
GUE_NGL,The Left in the European Parliament,28,0,3,5,1,0.09677419354838712,160117
EPP,European Peopleâs Party,157,0,0,21,1,0.0,160139
SD,Progressive Alliance of Socialists and Democrats,122,0,0,19,1,0.0,160139
RENEW,Renew Europe,85,6,0,10,1,0.06593406593406592,160139
GREEN_EFA,Greens/European Free Alliance,67,0,0,4,1,0.0,160139
ECR,European Conservatives and Reformists,48,9,5,4,1,0.22580645161290325,160139
ID,Identity and Democracy,44,0,8,8,1,0.15384615384615385,160139
NI,Non-attached Members,38,0,2,9,1,0.050000000000000044,160139
GUE_NGL,The Left in the European Parliament,29,0,0,7,1,0.0,160139
EPP,European Peopleâs Party,157,0,3,18,1,0.018750000000000044,160129
SD,Progressive Alliance of Socialists and Democrats,113,5,4,19,1,0.07377049180327866,160129
RENEW,Renew Europe,90,1,1,9,1,0.021739130434782594,160129
GREEN_EFA,Greens/European Free Alliance,66,1,0,4,1,0.014925373134328401,160129
ECR,European Conservatives and Reformists,2,12,48,4,0,0.8064516129032258,160129
ID,Identity and Democracy,2,32,21,5,0,0.4181818181818182,160129
NI,Non-attached Members,17,9,15,8,1,0.5853658536585367,160129
GUE_NGL,The Left in the European Parliament,1,5,22,8,0,0.8214285714285714,160129
EPP,European Peopleâs Party,80,13,62,23,1,0.4838709677419355,160134
SD,Progressive Alliance of Socialists and Democrats,117,0,0,24,1,0.0,160134
RENEW,Renew Europe,71,0,20,10,1,0.21978021978021978,160134
GREEN_EFA,Greens/European Free Alliance,68,0,0,3,1,0.0,160134
ECR,European Conservatives and Reformists,0,57,4,5,0,0.06557377049180324,160134
ID,Identity and Democracy,0,11,42,7,0,0.7924528301886793,160134
NI,Non-attached Members,20,6,13,10,1,0.4871794871794872,160134
GUE_NGL,The Left in the European Parliament,30,0,0,6,1,0.0,160134
EPP,European Peopleâs Party,149,0,11,18,1,0.06874999999999998,160195
SD,Progressive Alliance of Socialists and Democrats,109,5,7,20,1,0.09917355371900827,160195
RENEW,Renew Europe,86,0,6,9,1,0.06521739130434778,160195
GREEN_EFA,Greens/European Free Alliance,1,64,3,3,0,0.05882352941176472,160195
ECR,European Conservatives and Reformists,0,19,43,4,0,0.6935483870967742,160195
ID,Identity and Democracy,19,9,26,6,1,0.6481481481481481,160195
NI,Non-attached Members,10,17,16,6,0,0.6046511627906976,160195
GUE_NGL,The Left in the European Parliament,2,25,4,5,0,0.19354838709677424,160195
EPP,European Peopleâs Party,152,2,5,19,1,0.04402515723270439,160292
SD,Progressive Alliance of Socialists and Democrats,112,2,6,21,1,0.06666666666666665,160292
RENEW,Renew Europe,86,3,1,11,1,0.0444444444444444,160292
GREEN_EFA,Greens/European Free Alliance,67,0,0,4,1,0.0,160292
ECR,European Conservatives and Reformists,0,59,4,3,0,0.06349206349206349,160292
ID,Identity and Democracy,0,54,0,6,0,0.0,160292
NI,Non-attached Members,18,13,11,7,1,0.5714285714285714,160292
GUE_NGL,The Left in the European Parliament,27,1,3,5,1,0.12903225806451613,160292
